scene_token,model_mode,generated_file,source_file,fps,context_frames,future_frames,total_frames,seed,using_lora,lora_step,future_mse,future_mae,future_psnr,future_global_ssim,context_mse,context_mae,context_psnr,context_global_ssim,generated_future_laplacian_sharpness,reference_future_laplacian_sharpness,sharpness_ratio_generated_over_reference,generated_future_fft_high_frequency_energy,reference_future_fft_high_frequency_energy,fft_high_frequency_energy_ratio_generated_over_reference,generated_future_temporal_delta_mae,reference_future_temporal_delta_mae,motion_ratio_generated_over_reference,temporal_delta_error_mae,generated_future_low_frequency_temporal_delta_mae,reference_future_low_frequency_temporal_delta_mae,low_frequency_motion_ratio_generated_over_reference,low_frequency_temporal_delta_error_mae,context_to_future_boundary_mae_generated,context_to_future_boundary_mae_reference,boundary_mae_ratio_generated_over_reference,copy_leakage_min_context_mse_downsampled,copy_leakage_future_mse_downsampled,copy_leakage_ratio_min_context_over_future
0081c4821701,v4_main_text_r128_partial_step000000,<repo>/data/b200_v4_three_epoch_continuation_generated/distilled098_full112_lowfreq_motion_v4_b200_three_epoch_24fps_minterpolate_seed231_runs/v4_main_text_r128_partial_step000000_g1p000_seed231_all5/generated_action_lora/step_000000_base_reference/scene_0081c4821701_49ctx_72future_action_lora_step000000_base_reference_correct_g1p000_v1p000_seed231/scene_0081c4821701_49ctx_72future_action_lora_step000000_base_reference_correct_g1p000_v1p000_seed231_24fps_121f.mp4,waymo_full20s_201f_context_val_201f_10fps_20p0s_context_0081c4821701_frames_000009_000209_minterpolate_24fps.mp4,24,49,72,121,231,True,step_000000_base_reference,3054.04638671875,33.96041488647461,13.282047317680075,0.7722242003670939,58.52406692504883,4.666444778442383,30.45745862592078,0.9940484400343909,111.07801818847656,439.26947021484375,0.2528698799262081,6294312.0,7068369.5,0.8904899496269967,7.730425834655762,7.687957763671875,1.0055239729833796,13.175012588500977,7.746203899383545,7.649399280548096,1.0126551922948535,13.185792922973633,3.3288371562957764,6.45077657699585,0.5160366533491116,3361.2535387674966,3068.79736328125,1.0952999305153024
00c73f2a3515,v4_main_text_r128_partial_step000000,<repo>/data/b200_v4_three_epoch_continuation_generated/distilled098_full112_lowfreq_motion_v4_b200_three_epoch_24fps_minterpolate_seed231_runs/v4_main_text_r128_partial_step000000_g1p000_seed231_all5/generated_action_lora/step_000000_base_reference/scene_00c73f2a3515_49ctx_72future_action_lora_step000000_base_reference_correct_g1p000_v1p000_seed231/scene_00c73f2a3515_49ctx_72future_action_lora_step000000_base_reference_correct_g1p000_v1p000_seed231_24fps_121f.mp4,waymo_full20s_201f_context_val_201f_10fps_20p0s_context_00c73f2a3515_frames_000010_000210_minterpolate_24fps.mp4,24,49,72,121,231,True,step_000000_base_reference,830.7059326171875,14.199189186096191,18.936330488091887,0.611103980290681,33.61436080932617,4.342937469482422,32.865555034839744,0.9820601671202616,21.50257110595703,73.74777221679688,0.29156909367710476,1420549.25,1476162.5,0.962325794077549,2.763416051864624,3.0950305461883545,0.8928558250476313,4.847160339355469,2.7430713176727295,3.112804412841797,0.8812218674441148,4.8528151512146,2.6754047870635986,3.7376415729522705,0.71580025394205,950.3155691358778,829.6807861328125,1.1453990317955303
00f755ca8954,v4_main_text_r128_partial_step000000,<repo>/data/b200_v4_three_epoch_continuation_generated/distilled098_full112_lowfreq_motion_v4_b200_three_epoch_24fps_minterpolate_seed231_runs/v4_main_text_r128_partial_step000000_g1p000_seed231_all5/generated_action_lora/step_000000_base_reference/scene_00f755ca8954_49ctx_72future_action_lora_step000000_base_reference_correct_g1p000_v1p000_seed231/scene_00f755ca8954_49ctx_72future_action_lora_step000000_base_reference_correct_g1p000_v1p000_seed231_24fps_121f.mp4,waymo_full20s_201f_context_val_201f_10fps_20p0s_context_00f755ca8954_frames_000008_000208_minterpolate_24fps.mp4,24,49,72,121,231,True,step_000000_base_reference,6595.10205078125,61.182682037353516,9.938588407810883,0.38497502612163575,111.3933334350586,6.457617282867432,27.66221160505979,0.984938231924726,235.14138793945312,314.9461364746094,0.7466082631510864,7976099.5,6245396.0,1.2771166952423834,7.946229457855225,14.631124496459961,0.5431044934227602,19.164587020874023,8.01109790802002,14.568788528442383,0.5498808560766805,19.210111618041992,13.540023803710938,17.358816146850586,0.7800084803690663,5830.7579667833115,6680.7275390625,0.8727729027550697
01d758be9706,v4_main_text_r128_partial_step000000,<repo>/data/b200_v4_three_epoch_continuation_generated/distilled098_full112_lowfreq_motion_v4_b200_three_epoch_24fps_minterpolate_seed231_runs/v4_main_text_r128_partial_step000000_g1p000_seed231_all5/generated_action_lora/step_000000_base_reference/scene_01d758be9706_49ctx_72future_action_lora_step000000_base_reference_correct_g1p000_v1p000_seed231/scene_01d758be9706_49ctx_72future_action_lora_step000000_base_reference_correct_g1p000_v1p000_seed231_24fps_121f.mp4,waymo_full20s_201f_context_val_201f_10fps_20p0s_context_01d758be9706_frames_000010_000210_minterpolate_24fps.mp4,24,49,72,121,231,True,step_000000_base_reference,1000.0450439453125,16.773775100708008,18.13060798971587,0.9018075912203053,44.46786880493164,4.3896484375,31.650340451908967,0.9958401424239819,43.51744079589844,170.26229858398438,0.25559058674655927,2843183.75,3399734.25,0.8362958810677629,2.7043721675872803,5.403076648712158,0.500524486957237,6.797253131866455,2.6664557456970215,5.380655288696289,0.4955633845005323,6.756132125854492,1.5003433227539062,4.115085601806641,0.36459589615710847,1140.658805741204,986.7976684570312,1.1559196400663896
023de465f73a,v4_main_text_r128_partial_step000000,<repo>/data/b200_v4_three_epoch_continuation_generated/distilled098_full112_lowfreq_motion_v4_b200_three_epoch_24fps_minterpolate_seed231_runs/v4_main_text_r128_partial_step000000_g1p000_seed231_all5/generated_action_lora/step_000000_base_reference/scene_023de465f73a_49ctx_72future_action_lora_step000000_base_reference_correct_g1p000_v1p000_seed231/scene_023de465f73a_49ctx_72future_action_lora_step000000_base_reference_correct_g1p000_v1p000_seed231_24fps_121f.mp4,waymo_full20s_201f_context_val_201f_10fps_20p0s_context_023de465f73a_frames_000009_000209_minterpolate_24fps.mp4,24,49,72,121,231,True,step_000000_base_reference,175.45033264160156,6.936474323272705,25.68926164923638,0.8197216038259599,21.763673782348633,3.8027913570404053,34.75348153264059,0.9708062793975041,11.436240196228027,36.264869689941406,0.3153531308400106,595450.1875,603392.5625,0.9868371347384647,1.4831095933914185,2.1478161811828613,0.6905197969849679,2.9235475063323975,1.4556970596313477,2.1803247928619385,0.6676514730269018,2.9286422729492188,1.1591720581054688,2.0372021198272705,0.5690019889650184,190.79137542512683,170.11724853515625,1.121528693110141
0081c4821701,v4_main_text_r128_partial_step000100,<repo>/data/b200_v4_three_epoch_continuation_generated/distilled098_full112_lowfreq_motion_v4_b200_three_epoch_24fps_minterpolate_seed231_runs/v4_main_text_r128_partial_step000100_g1p000_seed231_all5/generated_action_lora/step_000100/scene_0081c4821701_49ctx_72future_action_lora_step000100_correct_g1p000_v1p000_seed231/scene_0081c4821701_49ctx_72future_action_lora_step000100_correct_g1p000_v1p000_seed231_24fps_121f.mp4,waymo_full20s_201f_context_val_201f_10fps_20p0s_context_0081c4821701_frames_000009_000209_minterpolate_24fps.mp4,24,49,72,121,231,True,step_000100,3035.94580078125,33.881446838378906,13.307863468169757,0.7730488085004937,58.515140533447266,4.673407554626465,30.45812108471686,0.9940582255416213,110.8746337890625,439.26947021484375,0.25240687392828476,6255301.0,7068369.5,0.8849708550182613,7.627463340759277,7.687957763671875,0.9921312753305626,13.089883804321289,7.644896984100342,7.649399280548096,0.999411418298009,13.096101760864258,3.6519787311553955,6.45077657699585,0.5661300910930224,3334.0995474921333,3044.44873046875,1.0951406453735175
00c73f2a3515,v4_main_text_r128_partial_step000100,<repo>/data/b200_v4_three_epoch_continuation_generated/distilled098_full112_lowfreq_motion_v4_b200_three_epoch_24fps_minterpolate_seed231_runs/v4_main_text_r128_partial_step000100_g1p000_seed231_all5/generated_action_lora/step_000100/scene_00c73f2a3515_49ctx_72future_action_lora_step000100_correct_g1p000_v1p000_seed231/scene_00c73f2a3515_49ctx_72future_action_lora_step000100_correct_g1p000_v1p000_seed231_24fps_121f.mp4,waymo_full20s_201f_context_val_201f_10fps_20p0s_context_00c73f2a3515_frames_000010_000210_minterpolate_24fps.mp4,24,49,72,121,231,True,step_000100,828.4120483398438,14.158310890197754,18.94833954266172,0.6107718481882524,33.502017974853516,4.3361687660217285,32.88009393563949,0.9820989565878261,21.6024112701416,73.74777221679688,0.2929228995099246,1451106.125,1476162.5,0.9830260049283192,2.7695164680480957,3.0950305461883545,0.8948268609041221,4.8548583984375,2.7541356086730957,3.112804412841797,0.8847763120968918,4.870282173156738,2.634260892868042,3.7376415729522705,0.7047922711292256,948.2123516930474,827.4857788085938,1.1458956467605699
00f755ca8954,v4_main_text_r128_partial_step000100,<repo>/data/b200_v4_three_epoch_continuation_generated/distilled098_full112_lowfreq_motion_v4_b200_three_epoch_24fps_minterpolate_seed231_runs/v4_main_text_r128_partial_step000100_g1p000_seed231_all5/generated_action_lora/step_000100/scene_00f755ca8954_49ctx_72future_action_lora_step000100_correct_g1p000_v1p000_seed231/scene_00f755ca8954_49ctx_72future_action_lora_step000100_correct_g1p000_v1p000_seed231_24fps_121f.mp4,waymo_full20s_201f_context_val_201f_10fps_20p0s_context_00f755ca8954_frames_000008_000208_minterpolate_24fps.mp4,24,49,72,121,231,True,step_000100,6577.7724609375,61.323429107666016,9.95001514626172,0.3889916673969958,111.425048828125,6.45904016494751,27.66097527795309,0.9849514276541057,230.31353759765625,314.9461364746094,0.7312791329199998,8164707.5,6245396.0,1.3073162214213478,7.743675708770752,14.631124496459961,0.5292604618766217,19.013525009155273,7.803173542022705,14.568788528442383,0.5356089510660897,19.01999282836914,13.6469144821167,17.358816146850586,0.7861661974334961,5842.2694583468965,6600.90185546875,0.8850714017974168
01d758be9706,v4_main_text_r128_partial_step000100,<repo>/data/b200_v4_three_epoch_continuation_generated/distilled098_full112_lowfreq_motion_v4_b200_three_epoch_24fps_minterpolate_seed231_runs/v4_main_text_r128_partial_step000100_g1p000_seed231_all5/generated_action_lora/step_000100/scene_01d758be9706_49ctx_72future_action_lora_step000100_correct_g1p000_v1p000_seed231/scene_01d758be9706_49ctx_72future_action_lora_step000100_correct_g1p000_v1p000_seed231_24fps_121f.mp4,waymo_full20s_201f_context_val_201f_10fps_20p0s_context_01d758be9706_frames_000010_000210_minterpolate_24fps.mp4,24,49,72,121,231,True,step_000100,988.6593627929688,16.68439483642578,18.18033677300901,0.9027940523692887,44.53733444213867,4.388299465179443,31.643561399011872,0.9958327058500416,43.36191940307617,170.26229858398438,0.254677164373458,2826512.25,3399734.25,0.8313921154278455,2.6624460220336914,5.403076648712158,0.492764807004597,6.752445220947266,2.628142833709717,5.380655288696289,0.488442892677205,6.718619346618652,1.2560348510742188,4.115085601806641,0.3052269071930808,1133.2321360905964,973.8907470703125,1.1636132076412262
023de465f73a,v4_main_text_r128_partial_step000100,<repo>/data/b200_v4_three_epoch_continuation_generated/distilled098_full112_lowfreq_motion_v4_b200_three_epoch_24fps_minterpolate_seed231_runs/v4_main_text_r128_partial_step000100_g1p000_seed231_all5/generated_action_lora/step_000100/scene_023de465f73a_49ctx_72future_action_lora_step000100_correct_g1p000_v1p000_seed231/scene_023de465f73a_49ctx_72future_action_lora_step000100_correct_g1p000_v1p000_seed231_24fps_121f.mp4,waymo_full20s_201f_context_val_201f_10fps_20p0s_context_023de465f73a_frames_000009_000209_minterpolate_24fps.mp4,24,49,72,121,231,True,step_000100,173.349609375,6.919728755950928,25.741574935110478,0.8209915067970088,21.846067428588867,3.8133344650268555,34.737070910843855,0.9706945358566956,11.472270011901855,36.264869689941406,0.3163466492500277,597340.4375,603392.5625,0.9899698382510308,1.4783318042755127,2.1478161811828613,0.688295310011751,2.9267289638519287,1.4512165784835815,2.1803247928619385,0.6655965126088784,2.9347503185272217,1.1843172311782837,2.0372021198272705,0.5813449827348006,189.0441484981113,168.4109649658203,1.1225168654337832
