scene_token,model_mode,generated_file,source_file,fps,context_frames,future_frames,total_frames,seed,using_lora,lora_step,future_mse,future_mae,future_psnr,future_global_ssim,context_mse,context_mae,context_psnr,context_global_ssim,generated_future_laplacian_sharpness,reference_future_laplacian_sharpness,sharpness_ratio_generated_over_reference,generated_future_fft_high_frequency_energy,reference_future_fft_high_frequency_energy,fft_high_frequency_energy_ratio_generated_over_reference,generated_future_temporal_delta_mae,reference_future_temporal_delta_mae,motion_ratio_generated_over_reference,temporal_delta_error_mae,generated_future_low_frequency_temporal_delta_mae,reference_future_low_frequency_temporal_delta_mae,low_frequency_motion_ratio_generated_over_reference,low_frequency_temporal_delta_error_mae,context_to_future_boundary_mae_generated,context_to_future_boundary_mae_reference,boundary_mae_ratio_generated_over_reference,copy_leakage_min_context_mse_downsampled,copy_leakage_future_mse_downsampled,copy_leakage_ratio_min_context_over_future
0081c4821701,v4_main_text_r16_continue_step015984,<repo>/data/b200_v4_rank_capacity_generated/distilled098_full112_lowfreq_motion_v4_b200_rank_capacity_24fps_minterpolate_seed231_runs/v4_main_text_r16_continue_step015984_g1p000_seed231_all5/generated_action_lora/step_015984/scene_0081c4821701_49ctx_72future_action_lora_step015984_correct_g1p000_v1p000_seed231/scene_0081c4821701_49ctx_72future_action_lora_step015984_correct_g1p000_v1p000_seed231_24fps_121f.mp4,waymo_full20s_201f_context_val_201f_10fps_20p0s_context_0081c4821701_frames_000009_000209_minterpolate_24fps.mp4,24,49,72,121,231,True,step_015984,3051.3525390625,33.95053482055664,13.285879739647385,0.7722569333358366,58.529502868652344,4.669699668884277,30.45705525499979,0.994048390034078,111.34944915771484,439.26947021484375,0.25348779441297065,6301939.5,7068369.5,0.8915690528063085,7.707338333129883,7.687957763671875,1.0025208995748633,13.157004356384277,7.750400066375732,7.649399280548096,1.0132037539319558,13.193215370178223,3.6136982440948486,6.45077657699585,0.5601958463391336,3352.5370262993706,3062.14208984375,1.0948339195032057
00c73f2a3515,v4_main_text_r16_continue_step015984,<repo>/data/b200_v4_rank_capacity_generated/distilled098_full112_lowfreq_motion_v4_b200_rank_capacity_24fps_minterpolate_seed231_runs/v4_main_text_r16_continue_step015984_g1p000_seed231_all5/generated_action_lora/step_015984/scene_00c73f2a3515_49ctx_72future_action_lora_step015984_correct_g1p000_v1p000_seed231/scene_00c73f2a3515_49ctx_72future_action_lora_step015984_correct_g1p000_v1p000_seed231_24fps_121f.mp4,waymo_full20s_201f_context_val_201f_10fps_20p0s_context_00c73f2a3515_frames_000010_000210_minterpolate_24fps.mp4,24,49,72,121,231,True,step_015984,826.3487548828125,14.145652770996094,18.959169838201397,0.6122930774653502,33.629634857177734,4.343761920928955,32.863582089970365,0.9820535865047452,21.40152931213379,73.74777221679688,0.29019899406885885,1454493.875,1476162.5,0.9853209758410744,2.7590577602386475,3.0950305461883545,0.8914476671761866,4.8445305824279785,2.74283504486084,3.112804412841797,0.8811459639241522,4.855907917022705,2.633805513381958,3.7376415729522705,0.7046704350790866,946.5091309017605,825.0474243164062,1.1472178483388291
00f755ca8954,v4_main_text_r16_continue_step015984,<repo>/data/b200_v4_rank_capacity_generated/distilled098_full112_lowfreq_motion_v4_b200_rank_capacity_24fps_minterpolate_seed231_runs/v4_main_text_r16_continue_step015984_g1p000_seed231_all5/generated_action_lora/step_015984/scene_00f755ca8954_49ctx_72future_action_lora_step015984_correct_g1p000_v1p000_seed231/scene_00f755ca8954_49ctx_72future_action_lora_step015984_correct_g1p000_v1p000_seed231_24fps_121f.mp4,waymo_full20s_201f_context_val_201f_10fps_20p0s_context_00f755ca8954_frames_000008_000208_minterpolate_24fps.mp4,24,49,72,121,231,True,step_015984,6592.64794921875,61.18645477294922,9.940204760530527,0.3846996811807906,111.1709213256836,6.452162742614746,27.67089155989506,0.9849703801947007,233.52259826660156,314.9461364746094,0.7414683694188702,7950952.5,6245396.0,1.2730902091716843,7.959662914276123,14.631124496459961,0.5440226358679392,19.17654037475586,8.02906608581543,14.568788528442383,0.5511141897722264,19.223411560058594,13.51785945892334,17.358816146850586,0.778731645324551,5826.795659383138,6677.69580078125,0.872575785602788
01d758be9706,v4_main_text_r16_continue_step015984,<repo>/data/b200_v4_rank_capacity_generated/distilled098_full112_lowfreq_motion_v4_b200_rank_capacity_24fps_minterpolate_seed231_runs/v4_main_text_r16_continue_step015984_g1p000_seed231_all5/generated_action_lora/step_015984/scene_01d758be9706_49ctx_72future_action_lora_step015984_correct_g1p000_v1p000_seed231/scene_01d758be9706_49ctx_72future_action_lora_step015984_correct_g1p000_v1p000_seed231_24fps_121f.mp4,waymo_full20s_201f_context_val_201f_10fps_20p0s_context_01d758be9706_frames_000010_000210_minterpolate_24fps.mp4,24,49,72,121,231,True,step_015984,999.95654296875,16.764652252197266,18.13099234426879,0.9019009093647692,44.564659118652344,4.390689849853516,31.640897719754552,0.9958294553077023,43.31132507324219,170.26229858398438,0.2543800091590931,2836511.75,3399734.25,0.8343333747336281,2.685823678970337,5.403076648712158,0.49709153757989205,6.7783966064453125,2.6447043418884277,5.380655288696289,0.49152086502260006,6.736280918121338,1.2583173513412476,4.115085601806641,0.3057815737268771,1139.5037592781914,985.8764038085938,1.155828210185487
023de465f73a,v4_main_text_r16_continue_step015984,<repo>/data/b200_v4_rank_capacity_generated/distilled098_full112_lowfreq_motion_v4_b200_rank_capacity_24fps_minterpolate_seed231_runs/v4_main_text_r16_continue_step015984_g1p000_seed231_all5/generated_action_lora/step_015984/scene_023de465f73a_49ctx_72future_action_lora_step015984_correct_g1p000_v1p000_seed231/scene_023de465f73a_49ctx_72future_action_lora_step015984_correct_g1p000_v1p000_seed231_24fps_121f.mp4,waymo_full20s_201f_context_val_201f_10fps_20p0s_context_023de465f73a_frames_000009_000209_minterpolate_24fps.mp4,24,49,72,121,231,True,step_015984,174.27281188964844,6.929198741912842,25.718507222794322,0.8199910208571708,21.818344116210938,3.8073315620422363,34.74258573757698,0.970747328545266,11.314411163330078,36.264869689941406,0.3119937079621796,593298.5,603392.5625,0.9832711519376741,1.4769703149795532,2.1478161811828613,0.6876614153107578,2.917393684387207,1.4516785144805908,2.1803247928619385,0.665808378289864,2.924041271209717,1.137298583984375,2.0372021198272705,0.5582649718039778,189.52654446495904,169.28182983398438,1.1195917757436151
0081c4821701,v4_main_text_r16_continue_step018000,<repo>/data/b200_v4_rank_capacity_generated/distilled098_full112_lowfreq_motion_v4_b200_rank_capacity_24fps_minterpolate_seed231_runs/v4_main_text_r16_continue_step018000_g1p000_seed231_all5/generated_action_lora/step_018000/scene_0081c4821701_49ctx_72future_action_lora_step018000_correct_g1p000_v1p000_seed231/scene_0081c4821701_49ctx_72future_action_lora_step018000_correct_g1p000_v1p000_seed231_24fps_121f.mp4,waymo_full20s_201f_context_val_201f_10fps_20p0s_context_0081c4821701_frames_000009_000209_minterpolate_24fps.mp4,24,49,72,121,231,True,step_018000,3055.9130859375,33.994441986083984,13.279393626771231,0.772080173527132,58.56667709350586,4.669255256652832,30.454297767732395,0.9940441529198276,112.02758026123047,439.26947021484375,0.25503156458025306,6316832.0,7068369.5,0.8936759743530669,7.741387367248535,7.687957763671875,1.0069497785002322,13.18330192565918,7.771533489227295,7.649399280548096,1.0159665098133626,13.208775520324707,3.4348323345184326,6.45077657699585,0.5324680359830485,3362.2321768866645,3071.704345703125,1.0945819644361106
00c73f2a3515,v4_main_text_r16_continue_step018000,<repo>/data/b200_v4_rank_capacity_generated/distilled098_full112_lowfreq_motion_v4_b200_rank_capacity_24fps_minterpolate_seed231_runs/v4_main_text_r16_continue_step018000_g1p000_seed231_all5/generated_action_lora/step_018000/scene_00c73f2a3515_49ctx_72future_action_lora_step018000_correct_g1p000_v1p000_seed231/scene_00c73f2a3515_49ctx_72future_action_lora_step018000_correct_g1p000_v1p000_seed231_24fps_121f.mp4,waymo_full20s_201f_context_val_201f_10fps_20p0s_context_00c73f2a3515_frames_000010_000210_minterpolate_24fps.mp4,24,49,72,121,231,True,step_018000,830.250732421875,14.177059173583984,18.938710934759715,0.6105207327213166,33.540733337402344,4.3357834815979,32.87507807043117,0.9820687029503222,21.556631088256836,73.74777221679688,0.29230213252932774,1445824.375,1476162.5,0.9794479774415079,2.7657101154327393,3.0950305461883545,0.8935970337477975,4.849242210388184,2.7502601146698,3.112804412841797,0.8835312952280813,4.861448287963867,2.664703369140625,3.7376415729522705,0.7129371067637825,951.448255750868,828.99462890625,1.1477134140255885
00f755ca8954,v4_main_text_r16_continue_step018000,<repo>/data/b200_v4_rank_capacity_generated/distilled098_full112_lowfreq_motion_v4_b200_rank_capacity_24fps_minterpolate_seed231_runs/v4_main_text_r16_continue_step018000_g1p000_seed231_all5/generated_action_lora/step_018000/scene_00f755ca8954_49ctx_72future_action_lora_step018000_correct_g1p000_v1p000_seed231/scene_00f755ca8954_49ctx_72future_action_lora_step018000_correct_g1p000_v1p000_seed231_24fps_121f.mp4,waymo_full20s_201f_context_val_201f_10fps_20p0s_context_00f755ca8954_frames_000008_000208_minterpolate_24fps.mp4,24,49,72,121,231,True,step_018000,6592.7177734375,61.16743469238281,9.940158763667725,0.3854396828558474,111.18246459960938,6.4521164894104,27.670440639829,0.9849811075070959,231.68768310546875,314.9461364746094,0.7356422456833255,7912857.5,6245396.0,1.2669905158936279,7.881499290466309,14.631124496459961,0.5386803517647094,19.11549949645996,7.928752422332764,14.568788528442383,0.5442286712346468,19.13709259033203,13.515778541564941,17.358816146850586,0.7786117686382151,5829.329971313477,6673.85595703125,0.8734575646889678
01d758be9706,v4_main_text_r16_continue_step018000,<repo>/data/b200_v4_rank_capacity_generated/distilled098_full112_lowfreq_motion_v4_b200_rank_capacity_24fps_minterpolate_seed231_runs/v4_main_text_r16_continue_step018000_g1p000_seed231_all5/generated_action_lora/step_018000/scene_01d758be9706_49ctx_72future_action_lora_step018000_correct_g1p000_v1p000_seed231/scene_01d758be9706_49ctx_72future_action_lora_step018000_correct_g1p000_v1p000_seed231_24fps_121f.mp4,waymo_full20s_201f_context_val_201f_10fps_20p0s_context_01d758be9706_frames_000010_000210_minterpolate_24fps.mp4,24,49,72,121,231,True,step_018000,989.7437744140625,16.68321990966797,18.175575821901926,0.9025978058797784,44.417388916015625,4.385106086730957,31.655273359822477,0.9958454815532477,43.341575622558594,170.26229858398438,0.2545576794335343,2826248.25,3399734.25,0.8313144622995166,2.681718111038208,5.403076648712158,0.49633168015067947,6.768707752227783,2.640542507171631,5.380655288696289,0.4907473840070925,6.7309889793396,1.4771589040756226,4.115085601806641,0.3589618897422468,1133.6573406855266,977.4380493164062,1.1598252610263902
023de465f73a,v4_main_text_r16_continue_step018000,<repo>/data/b200_v4_rank_capacity_generated/distilled098_full112_lowfreq_motion_v4_b200_rank_capacity_24fps_minterpolate_seed231_runs/v4_main_text_r16_continue_step018000_g1p000_seed231_all5/generated_action_lora/step_018000/scene_023de465f73a_49ctx_72future_action_lora_step018000_correct_g1p000_v1p000_seed231/scene_023de465f73a_49ctx_72future_action_lora_step018000_correct_g1p000_v1p000_seed231_24fps_121f.mp4,waymo_full20s_201f_context_val_201f_10fps_20p0s_context_023de465f73a_frames_000009_000209_minterpolate_24fps.mp4,24,49,72,121,231,True,step_018000,174.85960388183594,6.927700519561768,25.703908706433285,0.8204019929767713,21.813261032104492,3.8071489334106445,34.743597644143776,0.9706973989609349,11.492794036865234,36.264869689941406,0.31691259709814784,597460.0,603392.5625,0.990167988688127,1.4801175594329834,2.1478161811828613,0.6891267383123271,2.9309239387512207,1.454406499862671,2.1803247928619385,0.667059561320489,2.937204360961914,1.1915830373764038,2.0372021198272705,0.5849115440138238,190.04442649417453,169.45045471191406,1.1215338832655992
