window_id,scenario_id,window_idx,frame_action_relpath,speed_delta,mean_yaw_rate,mean_abs_yaw_rate,mean_accel_x,future_y_displacement,abs_future_y_displacement,combined_action_score,is_low_action,is_brake,is_accelerate,is_turning,is_high_action
val_0075c28f1f1a_w00_24fps_121f_ctx49_fut72,0075c28f1f1a68c4c1c8dcf37958046b,0,frame_action_conditions_24fps/val/0075c28f1f1a68c4c1c8dcf37958046b/val_0075c28f1f1a_w00_24fps_121f_ctx49_fut72.npz,-0.11779499053955078,-0.0007204820867627859,0.0007204820867627859,-0.017273148521780968,-0.0346713587641716,0.0346713587641716,0.13578862114809453,True,False,False,False,False
val_0075c28f1f1a_w01_24fps_121f_ctx49_fut72,0075c28f1f1a68c4c1c8dcf37958046b,1,frame_action_conditions_24fps/val/0075c28f1f1a68c4c1c8dcf37958046b/val_0075c28f1f1a_w01_24fps_121f_ctx49_fut72.npz,-0.26247596740722656,-4.603245542966761e-05,4.603245542966761e-05,-0.0330805703997612,-0.0431552454829216,0.0431552454829216,0.29560257026241743,True,False,False,False,False
val_0075c28f1f1a_w02_24fps_121f_ctx49_fut72,0075c28f1f1a68c4c1c8dcf37958046b,2,frame_action_conditions_24fps/val/0075c28f1f1a68c4c1c8dcf37958046b/val_0075c28f1f1a_w02_24fps_121f_ctx49_fut72.npz,-0.018944740295410156,0.0033593575935810804,0.0033593575935810804,-0.0015680999495089054,0.28090980648994446,0.28090980648994446,0.023872197838500142,True,False,False,False,False
val_0075c28f1f1a_w03_24fps_121f_ctx49_fut72,0075c28f1f1a68c4c1c8dcf37958046b,3,frame_action_conditions_24fps/val/0075c28f1f1a68c4c1c8dcf37958046b/val_0075c28f1f1a_w03_24fps_121f_ctx49_fut72.npz,-1.6092395782470703,0.0009214559104293585,0.0009214559104293585,-0.18488119542598724,-1.770777940750122,1.770777940750122,1.795042229583487,False,True,False,False,True
val_0081c4821701_w00_24fps_121f_ctx49_fut72,0081c482170156ee7aedf36157d4ff21,0,frame_action_conditions_24fps/val/0081c482170156ee7aedf36157d4ff21/val_0081c4821701_w00_24fps_121f_ctx49_fut72.npz,-2.2920994758605957,0.07245053350925446,0.07245053350925446,-0.2811574935913086,5.409671306610107,5.409671306610107,2.6457075029611588,False,True,False,True,True
val_0081c4821701_w01_24fps_121f_ctx49_fut72,0081c482170156ee7aedf36157d4ff21,1,frame_action_conditions_24fps/val/0081c482170156ee7aedf36157d4ff21/val_0081c4821701_w01_24fps_121f_ctx49_fut72.npz,2.7688281536102295,0.32107579708099365,0.32107579708099365,0.3483262062072754,10.303532600402832,10.303532600402832,3.4382301568984985,False,False,True,True,True
val_0081c4821701_w02_24fps_121f_ctx49_fut72,0081c482170156ee7aedf36157d4ff21,2,frame_action_conditions_24fps/val/0081c482170156ee7aedf36157d4ff21/val_0081c4821701_w02_24fps_121f_ctx49_fut72.npz,0.5688457489013672,0.023033402860164642,0.023033402860164642,0.01931178756058216,0.9012583494186401,0.9012583494186401,0.611190939322114,False,False,False,False,False
val_0081c4821701_w03_24fps_121f_ctx49_fut72,0081c482170156ee7aedf36157d4ff21,3,frame_action_conditions_24fps/val/0081c482170156ee7aedf36157d4ff21/val_0081c4821701_w03_24fps_121f_ctx49_fut72.npz,-2.017040729522705,-0.00810354482382536,0.00810354482382536,-0.27154695987701416,-1.1674869060516357,1.1674869060516357,2.2966912342235446,False,True,False,False,True
val_00c73f2a3515_w00_24fps_121f_ctx49_fut72,00c73f2a3515da4249d4416a544c09b2,0,frame_action_conditions_24fps/val/00c73f2a3515da4249d4416a544c09b2/val_00c73f2a3515_w00_24fps_121f_ctx49_fut72.npz,-0.58660888671875,-0.00453521404415369,0.00453521404415369,-0.06459379196166992,-0.36499643325805664,0.36499643325805664,0.6557378927245736,False,False,False,False,False
val_00c73f2a3515_w01_24fps_121f_ctx49_fut72,00c73f2a3515da4249d4416a544c09b2,1,frame_action_conditions_24fps/val/00c73f2a3515da4249d4416a544c09b2/val_00c73f2a3515_w01_24fps_121f_ctx49_fut72.npz,-1.8262584209442139,-0.0005234747659415007,0.0005234747659415007,-0.23172181844711304,-0.013420388102531433,0.013420388102531433,2.0585037141572684,False,True,False,False,True
val_00c73f2a3515_w02_24fps_121f_ctx49_fut72,00c73f2a3515da4249d4416a544c09b2,2,frame_action_conditions_24fps/val/00c73f2a3515da4249d4416a544c09b2/val_00c73f2a3515_w02_24fps_121f_ctx49_fut72.npz,2.3047146797180176,0.0008717486634850502,0.0008717486634850502,0.23129457235336304,0.14009885489940643,0.14009885489940643,2.5368810007348657,False,False,True,False,True
val_00c73f2a3515_w03_24fps_121f_ctx49_fut72,00c73f2a3515da4249d4416a544c09b2,3,frame_action_conditions_24fps/val/00c73f2a3515da4249d4416a544c09b2/val_00c73f2a3515_w03_24fps_121f_ctx49_fut72.npz,0.31452417373657227,0.002987927757203579,0.002987927757203579,0.09740790724754333,-0.050459686666727066,0.050459686666727066,0.4149200087413192,False,False,False,False,False
val_00f755ca8954_w00_24fps_121f_ctx49_fut72,00f755ca895493997db24f66b4ea7e24,0,frame_action_conditions_24fps/val/00f755ca895493997db24f66b4ea7e24/val_00f755ca8954_w00_24fps_121f_ctx49_fut72.npz,-0.08582437038421631,-0.253476619720459,0.253476619720459,-0.033857639878988266,-4.894063472747803,4.894063472747803,0.37315862998366356,False,False,False,True,True
val_00f755ca8954_w01_24fps_121f_ctx49_fut72,00f755ca895493997db24f66b4ea7e24,1,frame_action_conditions_24fps/val/00f755ca895493997db24f66b4ea7e24/val_00f755ca8954_w01_24fps_121f_ctx49_fut72.npz,-0.27067089080810547,0.05867448076605797,0.05867448076605797,-0.040606871247291565,0.723459005355835,0.723459005355835,0.369952242821455,False,False,False,True,True
val_00f755ca8954_w02_24fps_121f_ctx49_fut72,00f755ca895493997db24f66b4ea7e24,2,frame_action_conditions_24fps/val/00f755ca895493997db24f66b4ea7e24/val_00f755ca8954_w02_24fps_121f_ctx49_fut72.npz,0.2005612850189209,0.03159794956445694,0.03159794956445694,0.0285663940012455,-0.0910101979970932,0.0910101979970932,0.26072562858462334,True,False,False,True,True
val_00f755ca8954_w03_24fps_121f_ctx49_fut72,00f755ca895493997db24f66b4ea7e24,3,frame_action_conditions_24fps/val/00f755ca895493997db24f66b4ea7e24/val_00f755ca8954_w03_24fps_121f_ctx49_fut72.npz,0.2928166389465332,-0.03188033401966095,0.03188033401966095,-0.01429380476474762,-2.9818835258483887,2.9818835258483887,0.3389907777309418,True,False,False,True,True
val_01d758be9706_w00_24fps_121f_ctx49_fut72,01d758be9706c2534b80c2dd3a4234b9,0,frame_action_conditions_24fps/val/01d758be9706c2534b80c2dd3a4234b9/val_01d758be9706_w00_24fps_121f_ctx49_fut72.npz,0.1933150291442871,-0.13749432563781738,0.13749432563781738,0.03746265918016434,-21.696285247802734,21.696285247802734,0.36827201396226883,False,False,False,True,True
val_01d758be9706_w01_24fps_121f_ctx49_fut72,01d758be9706c2534b80c2dd3a4234b9,1,frame_action_conditions_24fps/val/01d758be9706c2534b80c2dd3a4234b9/val_01d758be9706_w01_24fps_121f_ctx49_fut72.npz,4.171297073364258,-0.053434740751981735,0.053434740751981735,0.5183557868003845,-2.3109781742095947,2.3109781742095947,4.743087600916624,False,False,True,True,True
val_01d758be9706_w02_24fps_121f_ctx49_fut72,01d758be9706c2534b80c2dd3a4234b9,2,frame_action_conditions_24fps/val/01d758be9706c2534b80c2dd3a4234b9/val_01d758be9706_w02_24fps_121f_ctx49_fut72.npz,-0.8194379806518555,0.01007088366895914,0.01007088366895914,-0.09419170022010803,6.7558159828186035,6.7558159828186035,0.9237005645409226,False,False,False,True,True
val_01d758be9706_w03_24fps_121f_ctx49_fut72,01d758be9706c2534b80c2dd3a4234b9,3,frame_action_conditions_24fps/val/01d758be9706c2534b80c2dd3a4234b9/val_01d758be9706_w03_24fps_121f_ctx49_fut72.npz,0.08885669708251953,0.051901597529649734,0.051901597529649734,0.016773628070950508,10.235819816589355,10.235819816589355,0.15753192268311977,True,False,False,True,True
val_023de465f73a_w00_24fps_121f_ctx49_fut72,023de465f73acb957c34bdf9299ed39b,0,frame_action_conditions_24fps/val/023de465f73acb957c34bdf9299ed39b/val_023de465f73a_w00_24fps_121f_ctx49_fut72.npz,-0.7447576522827148,0.00403439998626709,0.00403439998626709,-0.08217296749353409,-0.8196057081222534,0.8196057081222534,0.830965019762516,False,False,False,False,False
val_023de465f73a_w01_24fps_121f_ctx49_fut72,023de465f73acb957c34bdf9299ed39b,1,frame_action_conditions_24fps/val/023de465f73acb957c34bdf9299ed39b/val_023de465f73a_w01_24fps_121f_ctx49_fut72.npz,-1.8573861122131348,-0.20558258891105652,0.20558258891105652,-0.21004915237426758,-7.782223224639893,7.782223224639893,2.273017853498459,False,True,False,True,True
val_023de465f73a_w02_24fps_121f_ctx49_fut72,023de465f73acb957c34bdf9299ed39b,2,frame_action_conditions_24fps/val/023de465f73acb957c34bdf9299ed39b/val_023de465f73a_w02_24fps_121f_ctx49_fut72.npz,1.980557918548584,-0.0444062314927578,0.0444062314927578,0.228255033493042,-0.24643081426620483,0.24643081426620483,2.2532191835343838,False,False,True,True,True
val_023de465f73a_w03_24fps_121f_ctx49_fut72,023de465f73acb957c34bdf9299ed39b,3,frame_action_conditions_24fps/val/023de465f73acb957c34bdf9299ed39b/val_023de465f73a_w03_24fps_121f_ctx49_fut72.npz,-0.2957572937011719,-0.003716099541634321,0.003716099541634321,-0.03893953561782837,-0.15840965509414673,0.15840965509414673,0.33841292886063457,True,False,False,False,False
val_02a549944c0a_w00_24fps_121f_ctx49_fut72,02a549944c0a5338903c22adb57b0501,0,frame_action_conditions_24fps/val/02a549944c0a5338903c22adb57b0501/val_02a549944c0a_w00_24fps_121f_ctx49_fut72.npz,0.8294572830200195,0.0015929208602756262,0.0015929208602756262,0.12391310185194016,0.1410219371318817,0.1410219371318817,0.9549633057322353,False,False,True,False,True
val_02a549944c0a_w01_24fps_121f_ctx49_fut72,02a549944c0a5338903c22adb57b0501,1,frame_action_conditions_24fps/val/02a549944c0a5338903c22adb57b0501/val_02a549944c0a_w01_24fps_121f_ctx49_fut72.npz,-1.9677677154541016,-0.002762825461104512,0.002762825461104512,-0.22788020968437195,0.05540480464696884,0.05540480464696884,2.198410750599578,False,True,False,False,True
val_02a549944c0a_w02_24fps_121f_ctx49_fut72,02a549944c0a5338903c22adb57b0501,2,frame_action_conditions_24fps/val/02a549944c0a5338903c22adb57b0501/val_02a549944c0a_w02_24fps_121f_ctx49_fut72.npz,0.25207817554473877,0.006690184120088816,0.006690184120088816,0.010769179090857506,-0.19928109645843506,0.19928109645843506,0.2695375387556851,True,False,False,False,False
val_02a549944c0a_w03_24fps_121f_ctx49_fut72,02a549944c0a5338903c22adb57b0501,3,frame_action_conditions_24fps/val/02a549944c0a5338903c22adb57b0501/val_02a549944c0a_w03_24fps_121f_ctx49_fut72.npz,-2.029247999191284,-0.009731612168252468,0.009731612168252468,-0.23259581625461578,-0.11921395361423492,0.11921395361423492,2.2715754276141524,False,True,False,False,True
val_0414d4f697eb_w00_24fps_121f_ctx49_fut72,0414d4f697ebf7301d2ddfc1e578a6d9,0,frame_action_conditions_24fps/val/0414d4f697ebf7301d2ddfc1e578a6d9/val_0414d4f697eb_w00_24fps_121f_ctx49_fut72.npz,0.12776002287864685,-6.671035407634918e-06,6.671035407634918e-06,0.009520688094198704,0.009144253097474575,0.009144253097474575,0.1372873820082532,True,False,False,False,False
val_0414d4f697eb_w01_24fps_121f_ctx49_fut72,0414d4f697ebf7301d2ddfc1e578a6d9,1,frame_action_conditions_24fps/val/0414d4f697ebf7301d2ddfc1e578a6d9/val_0414d4f697eb_w01_24fps_121f_ctx49_fut72.npz,0.33892160654067993,0.0009920577285811305,0.0009920577285811305,0.04277745261788368,0.02153368480503559,0.02153368480503559,0.38269111688714474,False,False,False,False,False
val_0414d4f697eb_w02_24fps_121f_ctx49_fut72,0414d4f697ebf7301d2ddfc1e578a6d9,2,frame_action_conditions_24fps/val/0414d4f697ebf7301d2ddfc1e578a6d9/val_0414d4f697eb_w02_24fps_121f_ctx49_fut72.npz,0.13570934534072876,0.0009409972699359059,0.0009409972699359059,0.024412788450717926,-0.08630215376615524,0.08630215376615524,0.1610631310613826,True,False,False,False,False
