model_key,model_label,checkpoint_step,scene_token,scenario_id,window_id,window_idx,source_relpath,S_rgb,S_delta,S_rgb_correct_vs_zero,S_rgb_correct_vs_shuffled,S_rgb_correct_vs_reversed_future,S_delta_correct_vs_zero,S_delta_correct_vs_shuffled,S_delta_correct_vs_reversed_future,delta_psnr,delta_ssim,delta_temporal_error,delta_lowfreq_temporal_error,delta_motion_ratio_error,delta_lowfreq_motion_ratio_error,flow_magnitude_error_correct,flow_x_error_correct,flow_y_error_correct,flow_magnitude_error_wrong_mean,flow_x_error_wrong_mean,flow_y_error_wrong_mean,delta_flow_magnitude_error,delta_flow_x_error,delta_flow_y_error
v4_r64_selected_step018000,V4 rank 64 selected step 18000,18000,0075c28f1f1a,0075c28f1f1a68c4c1c8dcf37958046b,val_0075c28f1f1a_w00_24fps_121f_ctx49_fut72,0,mp4_windows/val/0075c28f1f1a68c4c1c8dcf37958046b/val_0075c28f1f1a_w00_24fps_121f_ctx49_fut72.mp4,1.1347291072209675,1.1207787195841472,1.1156092882156372,1.1347788572311401,1.1537991762161255,1.0762956142425537,1.1711739301681519,1.1148666143417358,0.046742715339949115,0.0016316453607400083,0.01760808626810695,0.023729006449381362,-0.0006858394805090429,-0.003737135201605263,0.19252991134470143,0.07527711106972257,0.06372897665609012,0.19863450165950888,0.07886197604238986,0.06664056014834024,0.006104590314807451,0.003584864972667287,0.002911583492250125
v4_r64_selected_step018000,V4 rank 64 selected step 18000,18000,0081c4821701,0081c482170156ee7aedf36157d4ff21,val_0081c4821701_w00_24fps_121f_ctx49_fut72,0,mp4_windows/val/0081c482170156ee7aedf36157d4ff21/val_0081c4821701_w00_24fps_121f_ctx49_fut72.mp4,2.7270005544026694,3.2524980703989663,2.628265380859375,2.831618070602417,2.721118211746216,3.1700072288513184,3.2015233039855957,3.3859636783599854,0.015604056744352945,0.00016667660922375926,0.042475382486978575,0.03697967529296875,-0.005386021371740268,-0.003913921578010335,0.0012946779077700477,2.7912930602377113,0.29241378198970447,0.01709674705158563,2.7898383702744134,0.2590229131958701,0.015802069143815583,-0.001454689963297895,-0.03339086879383435
v4_r64_selected_step018000,V4 rank 64 selected step 18000,18000,00c73f2a3515,00c73f2a3515da4249d4416a544c09b2,val_00c73f2a3515_w00_24fps_121f_ctx49_fut72,0,mp4_windows/val/00c73f2a3515da4249d4416a544c09b2/val_00c73f2a3515_w00_24fps_121f_ctx49_fut72.mp4,1.5634835561116536,1.5611863533655803,1.613624095916748,1.3348969221115112,1.7419296503067017,1.604783058166504,1.3959627151489258,1.682813286781311,-1.5937488374362374e-05,0.002323772878518815,0.007049401601155303,0.011645793914794922,-0.001306061573421169,-0.002859907865953887,0.19722675193439843,0.28683329678394576,0.6858914657072588,0.18939918099027686,0.2865849728837158,0.6920291257627081,-0.007827570944121565,-0.0002483239002299409,0.0061376600554493566
v4_r64_selected_step018000,V4 rank 64 selected step 18000,18000,00f755ca8954,00f755ca895493997db24f66b4ea7e24,val_00f755ca8954_w00_24fps_121f_ctx49_fut72,0,mp4_windows/val/00f755ca895493997db24f66b4ea7e24/val_00f755ca8954_w00_24fps_121f_ctx49_fut72.mp4,2.470036586125692,2.0460323492685952,2.4851536750793457,2.487818956375122,2.4371371269226074,2.035883903503418,2.053287982940674,2.0489251613616943,0.009303352576679913,0.0004132023929914741,0.0058155059814453125,0.010370890299480351,-0.000762565205760013,-0.0010398405128198562,5.159990484064275,5.1914100403135475,0.22795971415259622,5.157554592147018,5.189912069024462,0.2285823379502152,-0.002435891917257571,-0.0014979712890852426,0.0006226237976189875
v4_r64_selected_step018000,V4 rank 64 selected step 18000,18000,01d758be9706,01d758be9706c2534b80c2dd3a4234b9,val_01d758be9706_w00_24fps_121f_ctx49_fut72,0,mp4_windows/val/01d758be9706c2534b80c2dd3a4234b9/val_01d758be9706_w00_24fps_121f_ctx49_fut72.mp4,2.009057362874349,1.6099249521891277,1.8503921031951904,2.243922710418701,1.9328572750091553,1.5299930572509766,1.7264516353607178,1.5733301639556885,-0.005207749054136457,-3.8728214590944e-05,-0.0032243728637695312,-0.001506487528483369,-0.001511340541329842,-0.001515386646514072,1.4700336998159236,2.6292978768998925,0.018083763393488828,1.4778360309022844,2.604324944317341,0.043382037318114075,0.007802331086360859,-0.02497293258255162,0.025298273924625247
v4_r64_selected_step018000,V4 rank 64 selected step 18000,18000,023de465f73a,023de465f73acb957c34bdf9299ed39b,val_023de465f73a_w00_24fps_121f_ctx49_fut72,0,mp4_windows/val/023de465f73acb957c34bdf9299ed39b/val_023de465f73a_w00_24fps_121f_ctx49_fut72.mp4,0.8612228631973267,0.8778406580289205,0.8519583344459534,0.8679577708244324,0.8637524843215942,0.8737249970436096,0.8832372426986694,0.8765597343444824,0.021403084095140912,0.0005502417409466442,0.0015263557434082031,0.0020848910013833155,0.00027767957030438994,-0.0002414838321089241,0.011055751280351078,0.16722804037007422,0.0073168697682294,0.012407815817630619,0.16240741673744086,0.0074443880355719305,0.0013520645372795403,-0.0048206236326333585,0.00012751826734253013
v4_r64_selected_step018000,V4 rank 64 selected step 18000,18000,02a549944c0a,02a549944c0a5338903c22adb57b0501,val_02a549944c0a_w00_24fps_121f_ctx49_fut72,0,mp4_windows/val/02a549944c0a5338903c22adb57b0501/val_02a549944c0a_w00_24fps_121f_ctx49_fut72.mp4,2.444303274154663,2.420891602834066,2.3779399394989014,2.445525884628296,2.509443998336792,2.3775062561035156,2.4340760707855225,2.451092481613159,-0.0012985346336620296,-0.00034806579517321357,0.01112715403238873,0.011727015177408262,-0.0015153378811968432,-0.001566082738459762,1.21560047973286,0.41905986924063077,0.22657654773105276,1.2241874716498633,0.43177334783655225,0.23248290744694797,0.008586991917003406,0.012713478595921479,0.005906359715895204
v4_r64_selected_step018000,V4 rank 64 selected step 18000,18000,0414d4f697eb,0414d4f697ebf7301d2ddfc1e578a6d9,val_0414d4f697eb_w00_24fps_121f_ctx49_fut72,0,mp4_windows/val/0414d4f697ebf7301d2ddfc1e578a6d9/val_0414d4f697eb_w00_24fps_121f_ctx49_fut72.mp4,2.4935173988342285,2.7467337449391684,2.4829208850860596,2.761162281036377,2.236469030380249,2.759148120880127,3.000281572341919,2.480771541595459,0.0067479266262449045,-0.00017827681475268697,0.034094015757243135,0.03690544764200876,0.02678574945289558,0.029058932495847234,1.6695879643613643,0.19518096575682814,1.7963722139935603,1.6758310632272202,0.19111257150882122,1.8033558933459448,0.006243098865855945,-0.0040683942480069235,0.006983679352384531
v4_r64_selected_step018000,V4 rank 64 selected step 18000,18000,0426ef72af3c,0426ef72af3ce42152d3559ee3bf2b9b,val_0426ef72af3c_w00_24fps_121f_ctx49_fut72,0,mp4_windows/val/0426ef72af3ce42152d3559ee3bf2b9b/val_0426ef72af3c_w00_24fps_121f_ctx49_fut72.mp4,9.895768483479818,8.121686617533365,17.515478134155273,7.70865535736084,4.46317195892334,11.343057632446289,7.571399211883545,5.450603008270264,-0.16272959631908002,-0.007726576865160983,-0.7216602961222325,-0.671631495157877,0.08390208709172631,0.08085262056772993,1.1387831297787754,0.8766930536790332,0.37231997214257717,1.5795218474937205,1.3342722821416277,0.42337605103173037,0.4407387177149451,0.4575792284625946,0.0510560788891532
v4_r64_selected_step018000,V4 rank 64 selected step 18000,18000,0441374eb46e,0441374eb46e1d94536cf7fce1237e9f,val_0441374eb46e_w00_24fps_121f_ctx49_fut72,0,mp4_windows/val/0441374eb46e1d94536cf7fce1237e9f/val_0441374eb46e_w00_24fps_121f_ctx49_fut72.mp4,1.5220657587051392,1.537855625152588,1.438941240310669,1.4553152322769165,1.671940803527832,1.5112667083740234,1.4800721406936646,1.6222280263900757,-0.006236705516577956,-0.0002246861831268765,-0.010124047597249053,-0.008749802907307647,0.001854956535114971,0.0010306556759280272,0.14851979775862256,0.1740666336633942,0.22854013605551288,0.16835723140022965,0.1709081090309403,0.22998183062582303,0.01983743364160709,-0.0031585246324538907,0.0014416945703101536
v4_r64_selected_step018000,V4 rank 64 selected step 18000,18000,04b1507c7b4a,04b1507c7b4a33855b6f09a5b0050e70,val_04b1507c7b4a_w00_24fps_121f_ctx49_fut72,0,mp4_windows/val/04b1507c7b4a33855b6f09a5b0050e70/val_04b1507c7b4a_w00_24fps_121f_ctx49_fut72.mp4,1.6145294904708862,1.6605055332183838,1.6355621814727783,1.6998776197433472,1.5081486701965332,1.7531092166900635,1.671561598777771,1.556845784187317,0.004715831224395117,0.0001391310323395345,0.002998034159342744,0.0018334388732910156,-0.0007025266330778351,-0.0005633916925824184,0.24525564367120922,0.09440914338285275,0.5814367641102185,0.24994315523089794,0.09648332519061638,0.583063031687881,0.004687511559688717,0.002074181807763628,0.001626267577662488
